split,reference_time,radar_time,radar_path,valid_cells,nan_cells,nan_ratio,all_nan,max(x),sum(x),sum(x**2),log(sum(x)),log(sum(x**2)),p95(x),p99(x)
train,2023-01-01 00:30:00,2023-01-01 00:45:00,/home/sajib/Desktop/radar_de/2301/01/230101_0045.npy,526470,463530,0.4682121212121212,False,8.515625,6674.8447265625,7293.6181640625,8.80625057220459,8.894891738891602,0.0,0.47998046875
train,2023-01-01 00:35:00,2023-01-01 00:50:00,/home/sajib/Desktop/radar_de/2301/01/230101_0050.npy,526470,463530,0.4682121212121212,False,3.720703125,5686.4638671875,5320.796875,8.64601993560791,8.57956600189209,0.0,0.35986328125
train,2023-01-01 00:40:00,2023-01-01 00:55:00,/home/sajib/Desktop/radar_de/2301/01/230101_0055.npy,526470,463530,0.4682121212121212,False,4.55859375,4799.5869140625,4932.509765625,8.476493835449219,8.503806114196777,0.0,0.239990234375
train,2023-01-01 00:45:00,2023-01-01 01:00:00,/home/sajib/Desktop/radar_de/2301/01/230101_0100.npy,526470,463530,0.4682121212121212,False,4.796875,4224.064453125,4881.203125,8.348790168762207,8.493351936340332,0.0,0.239990234375
train,2023-01-01 00:50:00,2023-01-01 01:05:00,/home/sajib/Desktop/radar_de/2301/01/230101_0105.npy,526470,463530,0.4682121212121212,False,3.9609375,3516.56884765625,3566.359375,8.165525436401367,8.179580688476562,0.0,0.1199951171875
train,2023-01-01 00:55:00,2023-01-01 01:10:00,/home/sajib/Desktop/radar_de/2301/01/230101_0110.npy,526470,463530,0.4682121212121212,False,4.08203125,2967.22509765625,2391.91748046875,7.9957194328308105,7.780268669128418,0.0,0.1199951171875
train,2023-01-01 01:00:00,2023-01-01 01:15:00,/home/sajib/Desktop/radar_de/2301/01/230101_0115.npy,526470,463530,0.4682121212121212,False,3.12109375,3116.8427734375,2017.87060546875,8.044897079467773,7.610293388366699,0.0,0.239990234375
train,2023-01-01 01:05:00,2023-01-01 01:20:00,/home/sajib/Desktop/radar_de/2301/01/230101_0120.npy,526470,463530,0.4682121212121212,False,4.08203125,3346.901611328125,2283.15869140625,8.1160888671875,7.733753204345703,0.0,0.239990234375
train,2023-01-01 01:10:00,2023-01-01 01:25:00,/home/sajib/Desktop/radar_de/2301/01/230101_0125.npy,526470,463530,0.4682121212121212,False,5.51953125,3493.451171875,2372.52783203125,8.158931732177734,7.772132873535156,0.0,0.239990234375
train,2023-01-01 01:15:00,2023-01-01 01:30:00,/home/sajib/Desktop/radar_de/2301/01/230101_0130.npy,526470,463530,0.4682121212121212,False,3.240234375,3819.6142578125,2837.567138671875,8.24816608428955,7.951054573059082,0.0,0.239990234375
train,2023-01-01 01:20:00,2023-01-01 01:35:00,/home/sajib/Desktop/radar_de/2301/01/230101_0135.npy,526470,463530,0.4682121212121212,False,3.359375,4182.76171875,2973.113037109375,8.338966369628906,7.997701168060303,0.0,0.239990234375
train,2023-01-01 01:25:00,2023-01-01 01:40:00,/home/sajib/Desktop/radar_de/2301/01/230101_0140.npy,526470,463530,0.4682121212121212,False,3.0,4316.58984375,2987.9990234375,8.370452880859375,8.002694129943848,0.0,0.35986328125
train,2023-01-01 01:30:00,2023-01-01 01:45:00,/home/sajib/Desktop/radar_de/2301/01/230101_0145.npy,526470,463530,0.4682121212121212,False,2.87890625,4400.291015625,2888.28466796875,8.389653205871582,7.968764305114746,0.0,0.35986328125
train,2023-01-01 01:35:00,2023-01-01 01:50:00,/home/sajib/Desktop/radar_de/2301/01/230101_0150.npy,526470,463530,0.4682121212121212,False,3.359375,4875.3671875,3373.3642578125,8.492156028747559,8.12396240234375,0.0,0.35986328125
train,2023-01-01 01:40:00,2023-01-01 01:55:00,/home/sajib/Desktop/radar_de/2301/01/230101_0155.npy,526470,463530,0.4682121212121212,False,3.48046875,4868.421875,3388.40869140625,8.490730285644531,8.128410339355469,0.0,0.35986328125
train,2023-01-01 01:45:00,2023-01-01 02:00:00,/home/sajib/Desktop/radar_de/2301/01/230101_0200.npy,526470,463530,0.4682121212121212,False,4.796875,5003.42578125,3817.806640625,8.518077850341797,8.247693061828613,0.0,0.35986328125
train,2023-01-01 01:50:00,2023-01-01 02:05:00,/home/sajib/Desktop/radar_de/2301/01/230101_0205.npy,526470,463530,0.4682121212121212,False,4.55859375,5237.02978515625,3834.147216796875,8.563700675964355,8.251962661743164,0.0,0.35986328125
train,2023-01-01 01:55:00,2023-01-01 02:10:00,/home/sajib/Desktop/radar_de/2301/01/230101_0210.npy,526470,463530,0.4682121212121212,False,5.640625,5318.5517578125,4379.9931640625,8.579144477844238,8.385030746459961,0.0,0.35986328125
train,2023-01-01 02:00:00,2023-01-01 02:15:00,/home/sajib/Desktop/radar_de/2301/01/230101_0215.npy,526470,463530,0.4682121212121212,False,4.3203125,5487.267578125,5216.4970703125,8.610367774963379,8.559773445129395,0.0,0.35986328125
train,2023-01-01 02:05:00,2023-01-01 02:20:00,/home/sajib/Desktop/radar_de/2301/01/230101_0220.npy,526470,463530,0.4682121212121212,False,6.71875,5556.66748046875,4837.53662109375,8.622933387756348,8.484367370605469,0.0,0.35986328125
train,2023-01-01 02:10:00,2023-01-01 02:25:00,/home/sajib/Desktop/radar_de/2301/01/230101_0225.npy,526470,463530,0.4682121212121212,False,4.55859375,5586.4912109375,4187.77978515625,8.62828540802002,8.340165138244629,0.0,0.35986328125
train,2023-01-01 02:15:00,2023-01-01 02:30:00,/home/sajib/Desktop/radar_de/2301/01/230101_0230.npy,526470,463530,0.4682121212121212,False,3.83984375,5774.759765625,4137.267578125,8.66142463684082,8.328032493591309,0.0,0.35986328125
train,2023-01-01 02:20:00,2023-01-01 02:35:00,/home/sajib/Desktop/radar_de/2301/01/230101_0235.npy,526470,463530,0.4682121212121212,False,2.87890625,5929.49560546875,3921.470458984375,8.68786334991455,8.274477005004883,0.0,0.35986328125
train,2023-01-01 02:25:00,2023-01-01 02:40:00,/home/sajib/Desktop/radar_de/2301/01/230101_0240.npy,526470,463530,0.4682121212121212,False,3.240234375,6088.0322265625,3338.6005859375,8.714244842529297,8.113606452941895,0.0,0.35986328125
train,2023-01-01 02:30:00,2023-01-01 02:45:00,/home/sajib/Desktop/radar_de/2301/01/230101_0245.npy,526470,463530,0.4682121212121212,False,2.640625,6254.79736328125,3313.616943359375,8.741264343261719,8.106097221374512,0.0,0.35986328125
train,2023-01-01 02:35:00,2023-01-01 02:50:00,/home/sajib/Desktop/radar_de/2301/01/230101_0250.npy,526470,463530,0.4682121212121212,False,5.28125,6361.34326171875,3716.36669921875,8.75815200805664,8.220770835876465,0.0,0.35986328125
train,2023-01-01 02:40:00,2023-01-01 02:55:00,/home/sajib/Desktop/radar_de/2301/01/230101_0255.npy,526470,463530,0.4682121212121212,False,5.7578125,6382.91748046875,4664.71875,8.761537551879883,8.447997093200684,0.0,0.35986328125
train,2023-01-01 02:45:00,2023-01-01 03:00:00,/home/sajib/Desktop/radar_de/2301/01/230101_0300.npy,526470,463530,0.4682121212121212,False,8.1640625,6752.333984375,5802.9091796875,8.817791938781738,8.666287422180176,0.0,0.35986328125
train,2023-01-01 02:50:00,2023-01-01 03:05:00,/home/sajib/Desktop/radar_de/2301/01/230101_0305.npy,526470,463530,0.4682121212121212,False,9.2421875,7267.787109375,7038.47265625,8.891345024108887,8.859288215637207,0.0,0.35986328125
train,2023-01-01 02:55:00,2023-01-01 03:10:00,/home/sajib/Desktop/radar_de/2301/01/230101_0310.npy,526470,463530,0.4682121212121212,False,6.9609375,7519.70703125,6813.45849609375,8.9254150390625,8.826802253723145,0.0,0.35986328125
train,2023-01-01 03:00:00,2023-01-01 03:15:00,/home/sajib/Desktop/radar_de/2301/01/230101_0315.npy,526470,463530,0.4682121212121212,False,7.921875,7688.85546875,7139.1005859375,8.947657585144043,8.873481750488281,0.0,0.47998046875
train,2023-01-01 03:05:00,2023-01-01 03:20:00,/home/sajib/Desktop/radar_de/2301/01/230101_0320.npy,526470,463530,0.4682121212121212,False,8.8828125,7711.771484375,8814.3623046875,8.95063304901123,9.084251403808594,0.0,0.35986328125
train,2023-01-01 03:10:00,2023-01-01 03:25:00,/home/sajib/Desktop/radar_de/2301/01/230101_0325.npy,526470,463530,0.4682121212121212,False,12.84375,7487.400390625,10701.1220703125,8.921110153198242,9.278197288513184,0.0,0.35986328125
train,2023-01-01 03:15:00,2023-01-01 03:30:00,/home/sajib/Desktop/radar_de/2301/01/230101_0330.npy,526470,463530,0.4682121212121212,False,11.8828125,7215.337890625,11711.6123046875,8.884102821350098,9.36842155456543,0.0,0.35986328125
train,2023-01-01 03:20:00,2023-01-01 03:35:00,/home/sajib/Desktop/radar_de/2301/01/230101_0335.npy,526470,463530,0.4682121212121212,False,12.0,6846.66064453125,10703.1357421875,8.83166217803955,9.278385162353516,0.0,0.35986328125
train,2023-01-01 03:25:00,2023-01-01 03:40:00,/home/sajib/Desktop/radar_de/2301/01/230101_0340.npy,526470,463530,0.4682121212121212,False,10.203125,7317.00439453125,10293.02734375,8.898093223571777,9.23931884765625,0.0,0.35986328125
train,2023-01-01 03:30:00,2023-01-01 03:45:00,/home/sajib/Desktop/radar_de/2301/01/230101_0345.npy,526470,463530,0.4682121212121212,False,8.28125,7658.88623046875,9525.51953125,8.94375228881836,9.161834716796875,0.0,0.47998046875
train,2023-01-01 03:35:00,2023-01-01 03:50:00,/home/sajib/Desktop/radar_de/2301/01/230101_0350.npy,526470,463530,0.4682121212121212,False,8.515625,7814.10888671875,9994.2021484375,8.963813781738281,9.209860801696777,0.0,0.47998046875
train,2023-01-01 03:40:00,2023-01-01 03:55:00,/home/sajib/Desktop/radar_de/2301/01/230101_0355.npy,526470,463530,0.4682121212121212,False,9.359375,7895.8984375,11703.3212890625,8.974225044250488,9.36771297454834,0.0,0.35986328125
train,2023-01-01 03:45:00,2023-01-01 04:00:00,/home/sajib/Desktop/radar_de/2301/01/230101_0400.npy,526470,463530,0.4682121212121212,False,10.078125,8181.0546875,13750.3515625,9.009698867797852,9.528892517089844,0.0,0.35986328125
train,2023-01-01 03:50:00,2023-01-01 04:05:00,/home/sajib/Desktop/radar_de/2301/01/230101_0405.npy,526470,463530,0.4682121212121212,False,10.203125,8362.5615234375,13073.8369140625,9.03164005279541,9.478445053100586,0.0,0.47998046875
train,2023-01-01 03:55:00,2023-01-01 04:10:00,/home/sajib/Desktop/radar_de/2301/01/230101_0410.npy,526470,463530,0.4682121212121212,False,9.359375,8344.265625,12469.396484375,9.029449462890625,9.431113243103027,0.0,0.47998046875
train,2023-01-01 04:00:00,2023-01-01 04:15:00,/home/sajib/Desktop/radar_de/2301/01/230101_0415.npy,526470,463530,0.4682121212121212,False,9.359375,7925.5126953125,10932.1513671875,8.977968215942383,9.299554824829102,0.0,0.47998046875
train,2023-01-01 04:05:00,2023-01-01 04:20:00,/home/sajib/Desktop/radar_de/2301/01/230101_0420.npy,526470,463530,0.4682121212121212,False,7.6796875,7762.640625,9761.01171875,8.957206726074219,9.186253547668457,0.0,0.47998046875
train,2023-01-01 04:10:00,2023-01-01 04:25:00,/home/sajib/Desktop/radar_de/2301/01/230101_0425.npy,526470,463530,0.4682121212121212,False,7.44140625,7720.3134765625,9326.7587890625,8.951739311218262,9.14074993133545,0.0,0.47998046875
train,2023-01-01 04:15:00,2023-01-01 04:30:00,/home/sajib/Desktop/radar_de/2301/01/230101_0430.npy,526470,463530,0.4682121212121212,False,9.2421875,7212.6796875,7637.35546875,8.883734703063965,8.940937995910645,0.0,0.35986328125
train,2023-01-01 04:20:00,2023-01-01 04:35:00,/home/sajib/Desktop/radar_de/2301/01/230101_0435.npy,526470,463530,0.4682121212121212,False,9.0,6708.083984375,6219.71533203125,8.811217308044434,8.735640525817871,0.0,0.35986328125
train,2023-01-01 04:25:00,2023-01-01 04:40:00,/home/sajib/Desktop/radar_de/2301/01/230101_0440.npy,526470,463530,0.4682121212121212,False,5.51953125,6593.46484375,5297.83251953125,8.793986320495605,8.575242042541504,0.0,0.35986328125
train,2023-01-01 04:30:00,2023-01-01 04:45:00,/home/sajib/Desktop/radar_de/2301/01/230101_0445.npy,526470,463530,0.4682121212121212,False,6.59765625,6788.28076171875,5281.607421875,8.823100090026855,8.572175025939941,0.0,0.35986328125
train,2023-01-01 04:35:00,2023-01-01 04:50:00,/home/sajib/Desktop/radar_de/2301/01/230101_0450.npy,526470,463530,0.4682121212121212,False,5.51953125,7196.94482421875,5885.0126953125,8.881550788879395,8.680334091186523,0.0,0.47998046875
train,2023-01-01 04:40:00,2023-01-01 04:55:00,/home/sajib/Desktop/radar_de/2301/01/230101_0455.npy,526470,463530,0.4682121212121212,False,6.48046875,8079.78515625,7660.447265625,8.997243881225586,8.94395637512207,0.0,0.47998046875
train,2023-01-01 04:45:00,2023-01-01 05:00:00,/home/sajib/Desktop/radar_de/2301/01/230101_0500.npy,526470,463530,0.4682121212121212,False,6.0,8420.083984375,8394.44921875,9.038494110107422,9.035445213317871,0.0,0.47998046875
train,2023-01-01 04:50:00,2023-01-01 05:05:00,/home/sajib/Desktop/radar_de/2301/01/230101_0505.npy,526470,463530,0.4682121212121212,False,5.16015625,8417.40234375,8115.40625,9.038175582885742,9.001643180847168,0.0,0.47998046875
train,2023-01-01 04:55:00,2023-01-01 05:10:00,/home/sajib/Desktop/radar_de/2301/01/230101_0510.npy,526470,463530,0.4682121212121212,False,5.0390625,8551.640625,7846.9248046875,9.053995132446289,8.96800422668457,0.0,0.47998046875
